     chromosome |       old_start |         old_end |       new_start |         new_end |           codon  |      Length add  | brin 
             UN |        79686224 |        79686226 |        79686227 |        79686229 |             TGA  |               3  |  +
             UN |        78355167 |        78355169 |        78355320 |        78355322 |             TGA  |             153  |  +
        LG18-21 |        13983543 |        13983545 |        13983546 |        13983548 |             TGA  |               3  |  +
            LG5 |        24730759 |        24730761 |        24730762 |        24730764 |             TGA  |               3  |  +
            LG5 |         9947095 |         9947097 |         9947091 |         9947093 |             TAA  |               2  |  -
             UN |        66973389 |        66973391 |        66973392 |        66973394 |             TAA  |               3  |  +
            LG4 |        13499560 |        13499562 |        13499556 |        13499558 |             TAA  |               2  |  -
            LG8 |         4345395 |         4345397 |         4345391 |         4345393 |             TGA  |               2  |  -
           LG1A |        26277128 |        26277130 |        26277131 |        26277133 |             TAA  |               3  |  +
            LG3 |         1142522 |         1142524 |         1142518 |         1142520 |             TGA  |               2  |  -
            LG3 |        10255218 |        10255220 |        10255221 |        10255223 |             TGA  |               3  |  +
           LG19 |         4422508 |         4422510 |         4422426 |         4422428 |             TAA  |              80  |  -
           LG20 |           38074 |           38076 |           38070 |           38072 |             TAG  |               2  |  -
           LG15 |        15544821 |        15544823 |        15544824 |        15544826 |             TGA  |               3  |  +
            LG5 |         6583221 |         6583223 |         6583217 |         6583219 |             TAA  |               2  |  -
